Subject,Predicate,Object
The Blind Side,HAS_CAST,Sandra Bullock
The Blind Side,HAS_CAST,Lily Collins
Bad Moms,HAS_GENRE,Comedy
Bad Moms,HAS_CAST,Mila Kunis
Bad Moms,HAS_CAST,Kristen Bell
Bad Moms,HAS_CAST,Christina Applegate
Bad Moms,HAS_CAST,Jada Pinkett Smith
Room,HAS_GENRE,Drama
Room,HAS_GENRE,Thriller
Room,HAS_CAST,Brie Larson
Room,HAS_CAST,Jacob Tremblay
Buried,HAS_GENRE,Drama
Buried,HAS_GENRE,Thriller
Buried,HAS_GENRE,Mystery
Buried,HAS_CAST,Ryan Reynolds
Saw,HAS_GENRE,Horror
Saw,HAS_GENRE,Mystery
Saw,HAS_GENRE,Crime
Saw,HAS_CAST,Cary Elwes
Saw,HAS_CAST,Danny Glover
Saw,HAS_CAST,Monica Potter
Saw,HAS_DIRECTOR,James Wan
The Bye Bye Man,HAS_GENRE,Horror
The Bye Bye Man,HAS_GENRE,Thriller
Meet the Fockers,HAS_GENRE,Comedy
Meet the Fockers,HAS_GENRE,Romance
Meet the Fockers,HAS_CAST,Ben Stiller
Meet the Fockers,HAS_CAST,Robert De Niro
Meet the Fockers,HAS_CAST,Dustin Hoffman
Meet the Fockers,HAS_CAST,Barbra Streisand
Tropic Thunder,HAS_GENRE,Action
Tropic Thunder,HAS_GENRE,Comedy
Tropic Thunder,HAS_GENRE,Adventure
Tropic Thunder,HAS_GENRE,War
Tropic Thunder,HAS_CAST,Ben Stiller
Tropic Thunder,HAS_CAST,Jack Black
Tropic Thunder,HAS_CAST,Robert Downey Jr.
Tropic Thunder,HAS_CAST,Tom Cruise
Tropic Thunder,HAS_CAST,Nick Nolte
Tropic Thunder,HAS_DIRECTOR,Ben Stiller
This Is the End,HAS_GENRE,Action
This Is the End,HAS_GENRE,Comedy
This Is the End,HAS_CAST,James Franco
This Is the End,HAS_CAST,Jonah Hill
This Is the End,HAS_CAST,Seth Rogen
This Is the End,HAS_CAST,Jay Baruchel
This Is the End,HAS_DIRECTOR,Seth Rogen
The Devil's Candy,HAS_GENRE,Horror
The Devil's Candy,HAS_GENRE,Drama
The Devil's Candy,HAS_GENRE,Mystery
The Devil's Candy,HAS_GENRE,Thriller
Amityville Death House,HAS_GENRE,Horror
Jigsaw,HAS_GENRE,Horror
Jigsaw,HAS_GENRE,Mystery
Jigsaw,HAS_GENRE,Thriller
Final Destination,HAS_GENRE,Horror
RBG,HAS_GENRE,Documentary
Exam,HAS_GENRE,Thriller
Exam,HAS_GENRE,Mystery
Split,HAS_GENRE,Horror
Split,HAS_GENRE,Thriller
Split,HAS_CAST,James McAvoy
Split,HAS_DIRECTOR,M. Night Shyamalan
Split,HAS_WRITER,M. Night Shyamalan
Identity,HAS_GENRE,Mystery
Identity,HAS_GENRE,Thriller
Identity,HAS_CAST,John Cusack
Identity,HAS_CAST,Ray Liotta
Identity,HAS_DIRECTOR,James Mangold
Bridesmaids,HAS_GENRE,Comedy
Bridesmaids,HAS_GENRE,Romance
Bridesmaids,HAS_CAST,Kristen Wiig
Bridesmaids,HAS_CAST,Maya Rudolph
Bridesmaids,HAS_CAST,Rose Byrne
Hoodlum,HAS_GENRE,Crime
Hoodlum,HAS_GENRE,Drama
Hoodlum,HAS_CAST,Laurence Fishburne
The Departed,HAS_GENRE,Drama
The Departed,HAS_GENRE,Thriller
The Departed,HAS_GENRE,Crime
The Departed,HAS_CAST,Jack Nicholson
The Departed,HAS_CAST,Leonardo DiCaprio
The Departed,HAS_CAST,Matt Damon
The Departed,HAS_CAST,Mark Wahlberg
The Departed,HAS_DIRECTOR,Martin Scorsese
Daddy's Home 2,HAS_GENRE,Comedy
Daddy's Home 2,HAS_CAST,Will Ferrell
Daddy's Home 2,HAS_CAST,Mark Wahlberg
Daddy's Home 2,HAS_CAST,Mel Gibson
Harold & Kumar,HAS_GENRE,Comedy
Harold & Kumar,HAS_CAST,Neil Patrick Harris
Jumanji,HAS_GENRE,Adventure
Jumanji,HAS_GENRE,Fantasy
Jumanji,HAS_GENRE,Family
Jumanji,HAS_CAST,Robin Williams
Fracture,HAS_GENRE,Thriller
Fracture,HAS_CAST,Anthony Hopkins
Fracture,HAS_CAST,Ryan Gosling
Fracture,HAS_CAST,Rosamund Pike
Wish Upon,HAS_GENRE,Horror
Wish Upon,HAS_GENRE,Thriller
Wish Upon,HAS_GENRE,Fantasy
The Ring,HAS_GENRE,Horror
The Ring,HAS_GENRE,Mystery
The Ring,HAS_CAST,Naomi Watts
The Ring,HAS_CAST,Brian Cox
The Cloverfield Paradox,HAS_GENRE,Horror
The Cloverfield Paradox,HAS_GENRE,Science Fiction
The Cloverfield Paradox,HAS_GENRE,Action
The Cloverfield Paradox,HAS_GENRE,Thriller
10 Cloverfield Lane,HAS_GENRE,Thriller
10 Cloverfield Lane,HAS_GENRE,Science Fiction
10 Cloverfield Lane,HAS_GENRE,Drama
10 Cloverfield Lane,HAS_GENRE,Horror
10 Cloverfield Lane,HAS_CAST,John Goodman
A Bad Moms Christmas,HAS_GENRE,Comedy
A Bad Moms Christmas,HAS_CAST,Mila Kunis
A Bad Moms Christmas,HAS_CAST,Kristen Bell
A Bad Moms Christmas,HAS_CAST,Susan Sarandon
Ghostbusters,HAS_GENRE,Action
Ghostbusters,HAS_GENRE,Fantasy
Ghostbusters,HAS_GENRE,Comedy
Ghostbusters,HAS_CAST,Kristen Wiig
Ghostbusters,HAS_CAST,Melissa McCarthy
Ghostbusters,HAS_CAST,Kate McKinnon
Ghostbusters,HAS_CAST,Leslie Jones
Ghostbusters,HAS_CAST,Chris Hemsworth
Scott Pilgrim vs. the World,HAS_GENRE,Action
Scott Pilgrim vs. the World,HAS_GENRE,Comedy
Scott Pilgrim vs. the World,HAS_GENRE,Romance
Scott Pilgrim vs. the World,HAS_CAST,Michael Cera
Scott Pilgrim vs. the World,HAS_DIRECTOR,Edgar Wright
Superbad,HAS_GENRE,Comedy
Superbad,HAS_CAST,Jonah Hill
Superbad,HAS_CAST,Michael Cera
Superbad,HAS_CAST,Christopher Mintz-Plasse
Superbad,HAS_CAST,Bill Hader
Superbad,HAS_CAST,Seth Rogen
Superbad,HAS_DIRECTOR,Greg Mottola
Superbad,HAS_WRITER,Seth Rogen
Mother!,HAS_GENRE,Drama
Swiss Army Man,HAS_GENRE,Comedy
Swiss Army Man,HAS_GENRE,Drama
Swiss Army Man,HAS_GENRE,Romance
Swiss Army Man,HAS_GENRE,Fantasy
Swiss Army Man,HAS_GENRE,Adventure
Swiss Army Man,HAS_CAST,Daniel Radcliffe
Despicable Me 2,HAS_GENRE,Animation
Despicable Me 2,HAS_GENRE,Comedy
Despicable Me 2,HAS_GENRE,Family
Despicable Me 2,HAS_CAST,Steve Carell
Despicable Me 2,HAS_CAST,Kristen Wiig
Despicable Me 2,HAS_CAST,Russell Brand
The Incredibles,HAS_GENRE,Action
The Incredibles,HAS_GENRE,Adventure
The Incredibles,HAS_GENRE,Animation
The Incredibles,HAS_GENRE,Family
The Incredibles,HAS_CAST,Holly Hunter
Incredibles 2,HAS_GENRE,Action
Incredibles 2,HAS_GENRE,Adventure
Incredibles 2,HAS_GENRE,Animation
Incredibles 2,HAS_GENRE,Family
Incredibles 2,HAS_CAST,Holly Hunter
Coco,HAS_GENRE,Family
Coco,HAS_GENRE,Animation
Coco,HAS_GENRE,Fantasy
Coco,HAS_GENRE,Music
Coco,HAS_GENRE,Comedy
Coco,HAS_GENRE,Adventure
Minions,HAS_GENRE,Family
Minions,HAS_GENRE,Animation
Minions,HAS_GENRE,Adventure
Minions,HAS_GENRE,Comedy
Minions,HAS_CAST,Sandra Bullock
Minions,HAS_CAST,Michael Keaton
Despicable Me 3,HAS_GENRE,Action
Despicable Me 3,HAS_GENRE,Animation
Despicable Me 3,HAS_GENRE,Comedy
Despicable Me 3,HAS_GENRE,Family
Despicable Me 3,HAS_GENRE,Adventure
Despicable Me 3,HAS_CAST,Steve Carell
Despicable Me 3,HAS_CAST,Kristen Wiig
Despicable Me 3,HAS_CAST,Trey Parker
Despicable Me,HAS_GENRE,Family
Despicable Me,HAS_GENRE,Animation
Despicable Me,HAS_GENRE,Comedy
Despicable Me,HAS_CAST,Steve Carell
Christopher Robin,HAS_GENRE,Adventure
Christopher Robin,HAS_GENRE,Comedy
Christopher Robin,HAS_GENRE,Family
Christopher Robin,HAS_GENRE,Fantasy
Game Night,HAS_GENRE,Mystery
Game Night,HAS_GENRE,Comedy
Game Night,HAS_GENRE,Crime
Game Night,HAS_CAST,Jason Bateman
Game Night,HAS_CAST,Rachel McAdams
Hot Fuzz,HAS_GENRE,Crime
Hot Fuzz,HAS_GENRE,Action
Hot Fuzz,HAS_GENRE,Comedy
Hot Fuzz,HAS_CAST,Simon Pegg
Hot Fuzz,HAS_CAST,Nick Frost
Hot Fuzz,HAS_DIRECTOR,Edgar Wright
The Revenant,HAS_GENRE,Western
The Revenant,HAS_GENRE,Drama
The Revenant,HAS_GENRE,Adventure
The Revenant,HAS_CAST,Leonardo DiCaprio
The Revenant,HAS_CAST,Tom Hardy
Baby Driver,HAS_GENRE,Action
Baby Driver,HAS_GENRE,Crime
Baby Driver,HAS_CAST,Ansel Elgort
Baby Driver,HAS_CAST,Kevin Spacey
Baby Driver,HAS_CAST,Jamie Foxx
Baby Driver,HAS_DIRECTOR,Edgar Wright
Baby Driver,HAS_WRITER,Edgar Wright
Blade Runner 2049,HAS_GENRE,Science Fiction
Blade Runner 2049,HAS_GENRE,Drama
Blade Runner 2049,HAS_CAST,Ryan Gosling
Blade Runner 2049,HAS_CAST,Harrison Ford
Blade Runner 2049,HAS_CAST,Robin Wright
Jumanji,HAS_GENRE,Adventure
Jumanji,HAS_GENRE,Fantasy
Jumanji,HAS_GENRE,Family
Jumanji,HAS_CAST,Robin Williams
Daddy's Home,HAS_GENRE,Comedy
Daddy's Home,HAS_CAST,Will Ferrell
Daddy's Home,HAS_CAST,Mark Wahlberg
Phantom Thread,HAS_GENRE,Drama
Phantom Thread,HAS_GENRE,Romance
Phantom Thread,HAS_CAST,Daniel Day-Lewis
Lady Bird,HAS_GENRE,Drama
Lady Bird,HAS_GENRE,Comedy
Lady Bird,HAS_CAST,Saoirse Ronan
Lady Bird,HAS_DIRECTOR,Greta Gerwig
Lady Bird,HAS_WRITER,Greta Gerwig
Cast Away,HAS_GENRE,Adventure
Cast Away,HAS_GENRE,Drama
Cast Away,HAS_CAST,Tom Hanks
Cast Away,HAS_CAST,Helen Hunt
Requiem for a Dream,HAS_GENRE,Crime
Requiem for a Dream,HAS_GENRE,Drama
Requiem for a Dream,HAS_CAST,Jared Leto
A Beautiful Mind,HAS_GENRE,Drama
A Beautiful Mind,HAS_GENRE,Romance
A Beautiful Mind,HAS_CAST,Russell Crowe
A Beautiful Mind,HAS_CAST,Ed Harris
A Beautiful Mind,HAS_CAST,Paul Bettany
A Beautiful Mind,HAS_DIRECTOR,Ron Howard
District 9,HAS_GENRE,Science Fiction
Aliens,HAS_GENRE,Action
Aliens,HAS_GENRE,Thriller
Aliens,HAS_GENRE,Science Fiction
Aliens,HAS_CAST,Sigourney Weaver
Aliens,HAS_DIRECTOR,James Cameron
Aliens,HAS_WRITER,James Cameron
Life,HAS_GENRE,Horror
Life,HAS_GENRE,Science Fiction
Life,HAS_GENRE,Mystery
Life,HAS_GENRE,Thriller
Life,HAS_CAST,Jake Gyllenhaal
Life,HAS_CAST,Ryan Reynolds
Saw,HAS_GENRE,Horror
Saw,HAS_GENRE,Mystery
Saw,HAS_GENRE,Crime
Saw,HAS_CAST,Cary Elwes
Saw,HAS_CAST,Danny Glover
Saw,HAS_CAST,Monica Potter
Saw,HAS_DIRECTOR,James Wan
"Three Billboards Outside Ebbing, Missouri",HAS_GENRE,Crime
"Three Billboards Outside Ebbing, Missouri",HAS_GENRE,Drama
"Three Billboards Outside Ebbing, Missouri",HAS_CAST,Woody Harrelson
"Three Billboards Outside Ebbing, Missouri",HAS_CAST,Sam Rockwell
"Three Billboards Outside Ebbing, Missouri",HAS_CAST,Abbie Cornish
Birdman,HAS_GENRE,Documentary
Overboard,HAS_GENRE,Romance
Overboard,HAS_GENRE,Comedy
Ready Player One,HAS_GENRE,Adventure
Ready Player One,HAS_GENRE,Action
Ready Player One,HAS_GENRE,Science Fiction
Ready Player One,HAS_CAST,Tye Sheridan
Ready Player One,HAS_CAST,Olivia Cooke
Ready Player One,HAS_CAST,Ben Mendelsohn
Ready Player One,HAS_DIRECTOR,Steven Spielberg
The Black Panther,HAS_GENRE,Crime
The Black Panther,HAS_GENRE,Drama
The Black Panther,HAS_GENRE,Thriller
Back to the Future,HAS_GENRE,Adventure
Back to the Future,HAS_GENRE,Comedy
Back to the Future,HAS_GENRE,Science Fiction
Back to the Future,HAS_CAST,Crispin Glover
The Green Mile,HAS_GENRE,Fantasy
The Green Mile,HAS_GENRE,Drama
The Green Mile,HAS_GENRE,Crime
The Green Mile,HAS_CAST,Tom Hanks
Frankenstein,HAS_GENRE,Drama
Frankenstein,HAS_GENRE,Horror
Frankenstein,HAS_GENRE,Science Fiction
Night of Terror,HAS_GENRE,Horror
Night of Terror,HAS_GENRE,Science Fiction
Love Actually,HAS_GENRE,Comedy
Love Actually,HAS_GENRE,Romance
Love Actually,HAS_GENRE,Drama
Love Actually,HAS_CAST,Alan Rickman
Love Actually,HAS_CAST,Colin Firth
Love Actually,HAS_CAST,Emma Thompson
Love Actually,HAS_CAST,Hugh Grant
Love Story,HAS_GENRE,Romance
Love Story,HAS_GENRE,Drama
Pitch Perfect,HAS_GENRE,Comedy
Pitch Perfect,HAS_GENRE,Music
Pitch Perfect,HAS_GENRE,Romance
Pitch Perfect,HAS_CAST,Anna Kendrick
Pitch Perfect,HAS_CAST,Rebel Wilson
Hairspray,HAS_GENRE,Comedy
Hairspray,HAS_GENRE,Romance
Hairspray,HAS_GENRE,Drama
Hairspray,HAS_CAST,Zac Efron
Hairspray,HAS_CAST,John Travolta
The Sound of Music,HAS_GENRE,Drama
The Sound of Music,HAS_GENRE,Family
The Sound of Music,HAS_GENRE,Music
The Sound of Music,HAS_GENRE,Romance
The Sound of Music,HAS_CAST,Julie Andrews
Dreamgirls,HAS_GENRE,Drama
Dreamgirls,HAS_GENRE,Music
Dreamgirls,HAS_CAST,Jamie Foxx
Dreamgirls,HAS_CAST,Eddie Murphy
Dreamgirls,HAS_CAST,Danny Glover
War for the Planet of the Apes,HAS_GENRE,Drama
War for the Planet of the Apes,HAS_GENRE,Science Fiction
War for the Planet of the Apes,HAS_GENRE,War
War for the Planet of the Apes,HAS_CAST,Woody Harrelson
War for the Planet of the Apes,HAS_CAST,Steve Zahn
The Big Sick,HAS_GENRE,Comedy
The Big Sick,HAS_GENRE,Drama
The Big Sick,HAS_GENRE,Romance
The Big Sick,HAS_CAST,Kumail Nanjiani
The Big Sick,HAS_CAST,Zoe Kazan
The Big Sick,HAS_CAST,Holly Hunter
The Big Sick,HAS_CAST,Ray Romano
The Big Sick,HAS_CAST,Anupam Kher
The Lego Movie,HAS_GENRE,Animation
The Lego Movie,HAS_GENRE,Family
The Lego Movie,HAS_GENRE,Adventure
The Lego Movie,HAS_GENRE,Comedy
The Lego Movie,HAS_GENRE,Fantasy
The Lego Movie,HAS_CAST,Chris Pratt
The Lego Movie,HAS_CAST,Will Ferrell
The Lego Movie,HAS_CAST,Morgan Freeman
Aquaman,HAS_GENRE,Action
Aquaman,HAS_GENRE,Adventure
Aquaman,HAS_GENRE,Fantasy
Aquaman,HAS_CAST,Willem Dafoe
Aquaman,HAS_CAST,Patrick Wilson
Aquaman,HAS_CAST,Nicole Kidman
Aquaman,HAS_DIRECTOR,James Wan
Justice League,HAS_GENRE,Action
Justice League,HAS_GENRE,Adventure
Justice League,HAS_GENRE,Science Fiction
Justice League,HAS_CAST,Ben Affleck
Justice League,HAS_CAST,Amy Adams
Justice League,HAS_CAST,Gal Gadot
Justice League,HAS_DIRECTOR,Joss Whedon
The Omen,HAS_GENRE,Horror
The Omen,HAS_GENRE,Thriller
The Omen,HAS_CAST,Gregory Peck
The Texas Chain Saw Massacre,HAS_GENRE,Horror
The Cabin in the Woods,HAS_GENRE,Horror
The Cabin in the Woods,HAS_CAST,Chris Hemsworth
The Babadook,HAS_GENRE,Drama
The Babadook,HAS_GENRE,Horror
The Babadook,HAS_CAST,Essie Davis
The Babadook,HAS_CAST,Noah Wiseman
Don't Breathe,HAS_GENRE,Thriller
Don't Breathe,HAS_GENRE,Horror
Raw,HAS_GENRE,Misc
Steel Magnolias,HAS_GENRE,Comedy
Steel Magnolias,HAS_GENRE,Drama
Steel Magnolias,HAS_GENRE,Romance
Steel Magnolias,HAS_CAST,Sally Field
Steel Magnolias,HAS_CAST,Dolly Parton
Terms of Endearment,HAS_GENRE,Drama
Terms of Endearment,HAS_GENRE,Comedy
Terms of Endearment,HAS_CAST,Jack Nicholson
Terms of Endearment,HAS_CAST,Danny DeVito
Terms of Endearment,HAS_CAST,Jeff Daniels
Flicka,HAS_GENRE,Family
Flicka,HAS_GENRE,Drama
War Horse,HAS_GENRE,War
War Horse,HAS_GENRE,History
War Horse,HAS_GENRE,Drama
War Horse,HAS_GENRE,Adventure
War Horse,HAS_CAST,Emily Watson
War Horse,HAS_DIRECTOR,Steven Spielberg
Frozen,HAS_GENRE,Animation
Frozen,HAS_GENRE,Family
Frozen,HAS_GENRE,Adventure
Frozen,HAS_GENRE,Fantasy
Frozen,HAS_CAST,Kristen Bell
Frozen,HAS_CAST,Idina Menzel
Frozen,HAS_CAST,Josh Gad
Hotel Transylvania 2,HAS_GENRE,Animation
Hotel Transylvania 2,HAS_GENRE,Comedy
Hotel Transylvania 2,HAS_GENRE,Family
Hotel Transylvania 2,HAS_GENRE,Fantasy
Hotel Transylvania 2,HAS_CAST,Adam Sandler
Hotel Transylvania 2,HAS_CAST,Andy Samberg
Hotel Transylvania 2,HAS_CAST,Selena Gomez
Hotel Transylvania 2,HAS_CAST,Kevin James
Hotel Transylvania 2,HAS_CAST,Steve Buscemi
Hotel Transylvania 2,HAS_WRITER,Adam Sandler
Titanic,HAS_GENRE,Drama
Titanic,HAS_GENRE,Romance
Titanic,HAS_CAST,Leonardo DiCaprio
Titanic,HAS_CAST,Kate Winslet
Titanic,HAS_CAST,Billy Zane
Titanic,HAS_CAST,Kathy Bates
Titanic,HAS_DIRECTOR,James Cameron
Titanic,HAS_WRITER,James Cameron
Safe Haven,HAS_GENRE,Romance
Safe Haven,HAS_GENRE,Thriller
Safe Haven,HAS_CAST,Julianne Hough
Safe Haven,HAS_CAST,Josh Duhamel
The Lucky One,HAS_GENRE,Drama
The Lucky One,HAS_GENRE,Romance
The Lucky One,HAS_CAST,Zac Efron
The Lucky One,HAS_CAST,Taylor Schilling
Knocked Up,HAS_GENRE,Comedy
Knocked Up,HAS_GENRE,Romance
Knocked Up,HAS_GENRE,Drama
Knocked Up,HAS_CAST,Seth Rogen
Knocked Up,HAS_CAST,Katherine Heigl
Knocked Up,HAS_CAST,Paul Rudd
Knocked Up,HAS_CAST,Leslie Mann
Knocked Up,HAS_DIRECTOR,Judd Apatow
Shrek,HAS_GENRE,Animation
Shrek,HAS_GENRE,Comedy
Shrek,HAS_GENRE,Fantasy
Shrek,HAS_GENRE,Adventure
Shrek,HAS_GENRE,Family
Shrek,HAS_CAST,Mike Myers
Shrek,HAS_CAST,Eddie Murphy
Shrek,HAS_CAST,Cameron Diaz
Moana,HAS_GENRE,Adventure
Moana,HAS_GENRE,Comedy
Moana,HAS_GENRE,Family
Moana,HAS_GENRE,Fantasy
Moana,HAS_CAST,Dwayne Johnson
The Mummy,HAS_GENRE,Adventure
The Mummy,HAS_GENRE,Action
The Mummy,HAS_GENRE,Fantasy
The Mummy,HAS_CAST,Rachel Weisz
Mission: Impossible,HAS_GENRE,Action
Mission: Impossible,HAS_GENRE,Thriller
Mission: Impossible,HAS_CAST,Tom Cruise
Mission: Impossible,HAS_CAST,Simon Pegg
Moulin Rouge!,HAS_GENRE,Drama
Moulin Rouge!,HAS_GENRE,Romance
Moulin Rouge!,HAS_GENRE,Music
Moulin Rouge!,HAS_CAST,Nicole Kidman
Mission: Impossible,HAS_GENRE,Action
Mission: Impossible,HAS_GENRE,Thriller
Mission: Impossible,HAS_CAST,Tom Cruise
Mission: Impossible,HAS_CAST,Simon Pegg
Hellboy,HAS_GENRE,Fantasy
Hellboy,HAS_GENRE,Action
Hellboy,HAS_DIRECTOR,Guillermo del Toro
Death at a Funeral,HAS_GENRE,Comedy
Death at a Funeral,HAS_GENRE,Drama
Death at a Funeral,HAS_CAST,Peter Dinklage
Vacation,HAS_GENRE,Comedy
Vacation,HAS_CAST,Ed Helms
Vacation,HAS_CAST,Christina Applegate
Vacation,HAS_CAST,Chevy Chase
Vacation,HAS_CAST,Charlie Day
Mad Max: Fury Road,HAS_GENRE,Action
Mad Max: Fury Road,HAS_GENRE,Adventure
Mad Max: Fury Road,HAS_GENRE,Science Fiction
Mad Max: Fury Road,HAS_CAST,Tom Hardy
Mad Max: Fury Road,HAS_CAST,Charlize Theron
Home Alone,HAS_GENRE,Comedy
Home Alone,HAS_GENRE,Crime
Home Alone,HAS_GENRE,Family
Get Him to the Greek,HAS_GENRE,Adventure
Get Him to the Greek,HAS_GENRE,Comedy
Get Him to the Greek,HAS_GENRE,Music
Get Him to the Greek,HAS_CAST,Jonah Hill
Get Him to the Greek,HAS_CAST,Russell Brand
Get Him to the Greek,HAS_CAST,Rose Byrne
Rat Race,HAS_GENRE,Adventure
Rat Race,HAS_GENRE,Comedy
Rat Race,HAS_CAST,Rowan Atkinson
Rat Race,HAS_CAST,Whoopi Goldberg
Rat Race,HAS_CAST,Cuba Gooding Jr.
Clue,HAS_GENRE,Comedy
Clue,HAS_GENRE,Thriller
Clue,HAS_GENRE,Crime
Clue,HAS_GENRE,Mystery
Clue,HAS_CAST,Tim Curry
Gone Girl,HAS_GENRE,Mystery
Gone Girl,HAS_GENRE,Thriller
Gone Girl,HAS_GENRE,Drama
Gone Girl,HAS_CAST,Ben Affleck
Gone Girl,HAS_CAST,Rosamund Pike
Gone Girl,HAS_CAST,Neil Patrick Harris
Gone Girl,HAS_CAST,Tyler Perry
Gone Girl,HAS_DIRECTOR,David Fincher
Shutter Island,HAS_GENRE,Drama
Shutter Island,HAS_GENRE,Thriller
Shutter Island,HAS_GENRE,Mystery
Shutter Island,HAS_CAST,Leonardo DiCaprio
Shutter Island,HAS_CAST,Mark Ruffalo
Shutter Island,HAS_CAST,Ben Kingsley
Shutter Island,HAS_CAST,Michelle Williams
Shutter Island,HAS_DIRECTOR,Martin Scorsese
The Girl with the Dragon Tattoo,HAS_GENRE,Thriller
The Girl with the Dragon Tattoo,HAS_GENRE,Crime
The Girl with the Dragon Tattoo,HAS_GENRE,Mystery
The Girl with the Dragon Tattoo,HAS_CAST,Daniel Craig
The Girl with the Dragon Tattoo,HAS_CAST,Rooney Mara
The Girl with the Dragon Tattoo,HAS_CAST,Robin Wright
The Girl with the Dragon Tattoo,HAS_DIRECTOR,David Fincher
Murder on the Orient Express,HAS_GENRE,Mystery
Murder on the Orient Express,HAS_GENRE,Drama
Murder on the Orient Express,HAS_GENRE,Crime
Murder on the Orient Express,HAS_CAST,Johnny Depp
Murder on the Orient Express,HAS_CAST,Josh Gad
Sherlock Holmes,HAS_GENRE,Action
Sherlock Holmes,HAS_GENRE,Adventure
Sherlock Holmes,HAS_GENRE,Crime
Sherlock Holmes,HAS_GENRE,Mystery
Sherlock Holmes,HAS_CAST,Robert Downey Jr.
Sherlock Holmes,HAS_CAST,Jude Law
Sherlock Holmes,HAS_CAST,Rachel McAdams
Sherlock Holmes,HAS_DIRECTOR,Guy Ritchie
Hitch,HAS_GENRE,Comedy
Hitch,HAS_GENRE,Drama
Hitch,HAS_GENRE,Romance
Hitch,HAS_CAST,Will Smith
Hitch,HAS_CAST,Kevin James
Maze Runner: The Death Cure,HAS_GENRE,Science Fiction
Maze Runner: The Death Cure,HAS_GENRE,Action
Maze Runner: The Death Cure,HAS_GENRE,Adventure
Maze Runner: The Death Cure,HAS_GENRE,Thriller
San Andreas,HAS_GENRE,Action
San Andreas,HAS_GENRE,Drama
San Andreas,HAS_GENRE,Thriller
San Andreas,HAS_CAST,Dwayne Johnson
Foul Play,HAS_GENRE,Comedy
Foul Play,HAS_GENRE,Mystery
Foul Play,HAS_GENRE,Thriller
Foul Play,HAS_CAST,Goldie Hawn
Foul Play,HAS_CAST,Chevy Chase
National Lampoon's Christmas Vacation,HAS_GENRE,Comedy
National Lampoon's Christmas Vacation,HAS_CAST,Chevy Chase
National Lampoon's Christmas Vacation,HAS_CAST,Juliette Lewis
Doctor Strange,HAS_GENRE,Action
Doctor Strange,HAS_GENRE,Adventure
Doctor Strange,HAS_GENRE,Fantasy
Doctor Strange,HAS_CAST,Benedict Cumberbatch
Doctor Strange,HAS_CAST,Chiwetel Ejiofor
Doctor Strange,HAS_CAST,Rachel McAdams
Winchester,HAS_GENRE,Horror
Winchester,HAS_GENRE,Thriller
Winchester,HAS_CAST,Jason Clarke
Winchester,HAS_CAST,Helen Mirren
It Follows,HAS_GENRE,Horror
It Follows,HAS_GENRE,Mystery
It Follows,HAS_CAST,Maika Monroe
Killer Clowns from Outer Space,HAS_GENRE,Comedy
Killer Clowns from Outer Space,HAS_GENRE,Horror
Killer Clowns from Outer Space,HAS_GENRE,Science Fiction
Curse of the Blue Lights,HAS_GENRE,Horror
Snakes on a Plane,HAS_GENRE,Action
Snakes on a Plane,HAS_GENRE,Crime
Snakes on a Plane,HAS_GENRE,Thriller
Snakes on a Plane,HAS_GENRE,Adventure
Empire of the Ants,HAS_GENRE,Horror
Empire of the Ants,HAS_GENRE,Science Fiction
The Boss Baby,HAS_GENRE,Animation
The Boss Baby,HAS_GENRE,Comedy
The Boss Baby,HAS_GENRE,Adventure
The Boss Baby,HAS_GENRE,Family
The Boss Baby,HAS_CAST,Alec Baldwin
The Boss Baby,HAS_CAST,Jeff Goldblum
Inside Out,HAS_GENRE,Animation
Inside Out,HAS_GENRE,Family
Inside Out,HAS_GENRE,Adventure
Inside Out,HAS_GENRE,Drama
Inside Out,HAS_GENRE,Comedy
Inside Out,HAS_CAST,Amy Poehler
Inside Out,HAS_CAST,Bill Hader
The Good Dinosaur,HAS_GENRE,Adventure
The Good Dinosaur,HAS_GENRE,Animation
The Good Dinosaur,HAS_GENRE,Family
The Good Dinosaur,HAS_CAST,Steve Zahn
Ratatouille,HAS_GENRE,Animation
Ratatouille,HAS_GENRE,Comedy
Ratatouille,HAS_GENRE,Family
Ratatouille,HAS_GENRE,Fantasy
Finding Nemo,HAS_GENRE,Animation
Finding Nemo,HAS_GENRE,Family
Finding Nemo,HAS_CAST,Albert Brooks
Finding Nemo,HAS_CAST,Ellen DeGeneres
Finding Nemo,HAS_CAST,Willem Dafoe
Cars 2,HAS_GENRE,Animation
Cars 2,HAS_GENRE,Family
Cars 2,HAS_GENRE,Adventure
Cars 2,HAS_GENRE,Comedy
Cars 2,HAS_CAST,Larry the Cable Guy
Cars 2,HAS_CAST,Owen Wilson
Cars 2,HAS_CAST,Michael Caine
Finding Dory,HAS_GENRE,Adventure
Finding Dory,HAS_GENRE,Animation
Finding Dory,HAS_GENRE,Comedy
Finding Dory,HAS_GENRE,Family
Finding Dory,HAS_CAST,Albert Brooks
Finding Dory,HAS_CAST,Ellen DeGeneres
Finding Dory,HAS_CAST,Diane Keaton
Christmas with the Kranks,HAS_GENRE,Comedy
Christmas with the Kranks,HAS_GENRE,Family
Christmas with the Kranks,HAS_CAST,Tim Allen
Christmas with the Kranks,HAS_CAST,Jamie Lee Curtis
A Bug's Life,HAS_GENRE,Adventure
A Bug's Life,HAS_GENRE,Animation
